DATE,HOUR,AIRPORT,TEMP_C,WIND_SPEED_KMH,PRECIP_MM,WEATHER_COND
2025-05-20,6,JFK,23.8,5.1,0.0,Fog
2025-05-20,7,JFK,31.2,2.8,0.0,Snow
2025-05-20,8,JFK,11.8,11.0,0.1,Snow
2025-05-20,9,JFK,31.6,2.1,0.1,Snow
2025-05-20,10,JFK,26.3,5.8,5.0,Cloudy
2025-05-20,11,JFK,31.1,8.9,0.0,Snow
2025-05-20,12,JFK,18.0,2.2,0.0,Fog
2025-05-20,13,JFK,32.6,6.4,0.0,Snow
2025-05-20,14,JFK,23.9,14.1,0.1,Snow
2025-05-20,15,JFK,15.4,5.4,0.0,Thunderstorm
2025-05-20,16,JFK,27.2,0.7,0.0,Thunderstorm
2025-05-20,17,JFK,14.6,1.1,0.1,Snow
2025-05-20,18,JFK,16.4,4.3,0.0,Clear
2025-05-20,19,JFK,19.2,11.8,5.0,Fog
2025-05-20,20,JFK,17.1,14.6,0.0,Clear
2025-05-20,21,JFK,30.2,3.7,0.0,Thunderstorm
2025-05-20,22,JFK,34.0,1.3,0.0,Rain
2025-05-20,23,JFK,25.2,7.9,0.0,Cloudy
2025-05-21,0,JFK,16.1,0.5,0.5,Snow
2025-05-21,1,JFK,12.9,11.4,0.0,Cloudy
2025-05-21,2,JFK,23.6,4.4,0.5,Clear
2025-05-21,3,JFK,15.4,11.6,0.0,Rain
2025-05-21,4,JFK,22.8,0.6,0.5,Thunderstorm
2025-05-21,5,JFK,31.8,14.7,1.0,Snow
2025-05-21,6,JFK,10.6,9.1,1.0,Clear
2025-05-21,7,JFK,14.7,9.9,0.0,Snow
2025-05-21,8,JFK,31.0,3.0,0.0,Cloudy
2025-05-21,9,JFK,30.4,12.5,0.0,Rain
2025-05-21,10,JFK,11.6,1.9,0.1,Snow
2025-05-21,11,JFK,28.0,6.8,5.0,Cloudy
2025-05-21,12,JFK,19.3,0.8,5.0,Clear
2025-05-21,13,JFK,10.4,14.2,0.0,Rain
2025-05-21,14,JFK,12.7,2.0,0.5,Cloudy
2025-05-21,15,JFK,19.1,14.1,0.0,Fog
2025-05-21,16,JFK,28.7,7.6,5.0,Cloudy
2025-05-21,17,JFK,28.0,14.3,1.0,Clear
2025-05-21,18,JFK,11.7,7.4,1.0,Clear
2025-05-21,19,JFK,23.1,5.0,0.5,Fog
2025-05-21,20,JFK,15.8,0.1,0.1,Fog
2025-05-21,21,JFK,20.8,2.9,0.0,Snow
2025-05-21,22,JFK,23.2,7.0,0.0,Rain
2025-05-21,23,JFK,15.7,9.8,5.0,Snow
2025-05-22,0,JFK,20.9,0.3,0.0,Rain
2025-05-22,1,JFK,33.8,3.2,1.0,Fog
2025-05-22,2,JFK,20.1,6.1,5.0,Clear
2025-05-22,3,JFK,28.2,1.3,0.0,Rain
2025-05-22,4,JFK,22.0,8.6,0.0,Clear
2025-05-22,5,JFK,27.8,12.9,5.0,Snow
2025-05-22,6,JFK,22.1,11.7,0.0,Snow
2025-05-22,7,JFK,13.4,7.9,0.5,Snow
2025-05-22,8,JFK,17.0,5.7,0.1,Fog
2025-05-22,9,JFK,26.6,8.2,0.5,Rain
2025-05-22,10,JFK,27.9,10.1,0.1,Thunderstorm
2025-05-22,11,JFK,25.9,14.2,0.0,Fog
2025-05-22,12,JFK,30.2,14.2,0.0,Rain
2025-05-22,13,JFK,25.9,6.4,0.1,Cloudy
2025-05-22,14,JFK,26.1,11.8,0.0,Thunderstorm
2025-05-22,15,JFK,15.6,10.0,0.0,Cloudy
2025-05-22,16,JFK,16.2,4.5,0.0,Cloudy
2025-05-22,17,JFK,33.5,8.3,0.0,Cloudy
2025-05-22,18,JFK,21.7,13.7,0.0,Rain
2025-05-22,19,JFK,28.7,10.3,0.0,Thunderstorm
2025-05-22,20,JFK,11.4,0.1,5.0,Snow
2025-05-22,21,JFK,14.6,7.3,0.0,Snow
2025-05-22,22,JFK,29.1,5.9,0.1,Thunderstorm
2025-05-22,23,JFK,32.2,7.6,0.5,Snow
2025-05-23,0,JFK,32.5,3.6,0.0,Clear
2025-05-23,1,JFK,33.0,8.4,0.5,Cloudy
2025-05-23,2,JFK,12.8,9.6,0.0,Snow
2025-05-23,3,JFK,12.8,5.2,0.1,Thunderstorm
2025-05-23,4,JFK,16.6,9.8,0.1,Clear
2025-05-23,5,JFK,32.2,8.0,0.5,Clear
2025-05-23,6,JFK,17.8,8.8,0.5,Cloudy
2025-05-23,7,JFK,23.8,2.7,0.0,Fog
2025-05-23,8,JFK,10.5,13.2,0.5,Rain
2025-05-23,9,JFK,29.2,1.6,0.5,Rain
2025-05-23,10,JFK,24.5,7.0,0.0,Fog
2025-05-23,11,JFK,21.1,6.5,0.0,Cloudy
2025-05-23,12,JFK,10.0,11.2,0.1,Fog
2025-05-23,13,JFK,20.4,11.2,0.5,Thunderstorm
2025-05-23,14,JFK,34.4,14.5,0.0,Cloudy
2025-05-23,15,JFK,18.9,0.7,0.1,Thunderstorm
2025-05-23,16,JFK,18.0,8.5,0.1,Cloudy
2025-05-23,17,JFK,17.1,14.7,0.1,Thunderstorm
2025-05-23,18,JFK,13.5,3.9,0.0,Cloudy
2025-05-23,19,JFK,20.0,2.8,0.0,Fog
2025-05-23,20,JFK,19.8,5.8,5.0,Thunderstorm
2025-05-23,21,JFK,28.9,3.2,0.5,Cloudy
2025-05-23,22,JFK,15.3,12.1,0.0,Cloudy
2025-05-23,23,JFK,33.4,1.0,0.5,Clear
2025-05-24,0,JFK,21.2,11.4,5.0,Rain
2025-05-24,1,JFK,27.9,4.3,5.0,Thunderstorm
2025-05-24,2,JFK,11.2,4.8,0.1,Snow
2025-05-24,3,JFK,31.6,7.8,5.0,Thunderstorm
2025-05-24,4,JFK,25.4,8.0,0.5,Clear
2025-05-24,5,JFK,29.2,5.5,1.0,Snow
2025-05-24,6,JFK,12.9,9.1,0.1,Rain
2025-05-24,7,JFK,19.4,5.1,1.0,Fog
2025-05-24,8,JFK,32.9,14.2,1.0,Cloudy
2025-05-24,9,JFK,30.0,1.2,5.0,Thunderstorm
2025-05-24,10,JFK,31.5,11.5,5.0,Fog
2025-05-24,11,JFK,23.2,12.2,0.0,Fog
2025-05-24,12,JFK,13.9,2.3,1.0,Thunderstorm
2025-05-24,13,JFK,20.4,3.6,0.0,Fog
2025-05-24,14,JFK,13.0,2.4,5.0,Thunderstorm
2025-05-24,15,JFK,29.4,10.5,0.0,Thunderstorm
2025-05-24,16,JFK,27.1,9.4,0.0,Snow
2025-05-24,17,JFK,15.0,7.9,0.1,Rain
2025-05-24,18,JFK,20.7,1.2,0.0,Thunderstorm
2025-05-24,19,JFK,22.3,11.2,0.0,Clear
2025-05-24,20,JFK,15.3,14.9,0.0,Clear
2025-05-24,21,JFK,34.9,4.4,0.5,Rain
2025-05-24,22,JFK,21.0,10.3,1.0,Thunderstorm
2025-05-24,23,JFK,33.9,11.7,0.1,Snow
2025-05-25,0,JFK,31.7,3.4,5.0,Clear
2025-05-25,1,JFK,17.4,14.8,0.5,Cloudy
2025-05-25,2,JFK,23.3,2.2,0.5,Snow
2025-05-25,3,JFK,17.5,13.3,0.1,Rain
2025-05-25,4,JFK,17.7,1.3,0.0,Clear
2025-05-25,5,JFK,16.5,7.2,0.0,Thunderstorm
2025-05-25,6,JFK,18.9,12.2,0.0,Clear
2025-05-25,7,JFK,18.3,13.3,0.1,Rain
2025-05-25,8,JFK,30.8,10.8,0.0,Fog
2025-05-25,9,JFK,29.5,2.0,5.0,Fog
2025-05-25,10,JFK,23.8,4.6,0.0,Fog
2025-05-25,11,JFK,30.8,6.3,1.0,Snow
2025-05-25,12,JFK,15.8,1.2,0.1,Snow
2025-05-25,13,JFK,24.1,2.7,0.0,Rain
2025-05-25,14,JFK,23.2,3.9,0.0,Snow
2025-05-25,15,JFK,10.8,11.4,0.0,Clear
2025-05-25,16,JFK,31.1,2.7,0.0,Thunderstorm
2025-05-25,17,JFK,18.3,14.4,1.0,Fog
2025-05-25,18,JFK,26.0,10.8,0.5,Clear
2025-05-25,19,JFK,20.1,4.2,0.0,Rain
2025-05-25,20,JFK,10.8,2.2,0.0,Snow
2025-05-25,21,JFK,20.8,11.2,0.0,Fog
2025-05-25,22,JFK,32.3,14.5,0.1,Rain
2025-05-25,23,JFK,12.9,10.9,0.5,Fog
2025-05-26,0,JFK,14.9,2.4,0.0,Rain
2025-05-26,1,JFK,14.2,8.6,5.0,Thunderstorm
2025-05-26,2,JFK,11.4,14.6,0.1,Rain
2025-05-26,3,JFK,17.1,2.5,1.0,Thunderstorm
2025-05-26,4,JFK,24.7,9.1,0.0,Cloudy
2025-05-26,5,JFK,31.0,3.1,0.1,Cloudy
2025-05-26,6,JFK,29.8,6.6,0.1,Clear
2025-05-26,7,JFK,25.7,13.8,1.0,Cloudy
2025-05-26,8,JFK,27.5,10.5,0.1,Snow
2025-05-26,9,JFK,34.0,6.6,1.0,Thunderstorm
2025-05-26,10,JFK,18.0,11.9,1.0,Thunderstorm
2025-05-26,11,JFK,19.7,12.4,0.0,Snow
2025-05-26,12,JFK,19.2,14.7,0.5,Rain
2025-05-26,13,JFK,34.4,7.3,0.0,Clear
2025-05-26,14,JFK,19.7,8.2,0.0,Fog
2025-05-26,15,JFK,19.4,8.8,0.0,Snow
2025-05-26,16,JFK,22.8,12.5,5.0,Fog
2025-05-26,17,JFK,34.3,13.4,1.0,Clear
2025-05-26,18,JFK,14.2,0.4,0.0,Fog
2025-05-26,19,JFK,27.7,2.8,0.0,Thunderstorm
2025-05-26,20,JFK,28.6,4.1,0.0,Rain
2025-05-26,21,JFK,26.7,1.1,0.0,Cloudy
2025-05-26,22,JFK,18.3,3.1,1.0,Rain
2025-05-26,23,JFK,34.9,4.0,0.0,Snow
2025-05-27,0,JFK,19.1,5.7,0.0,Snow
2025-05-27,1,JFK,26.3,0.8,1.0,Cloudy
2025-05-27,2,JFK,27.1,13.7,0.0,Thunderstorm
2025-05-27,3,JFK,34.3,10.5,1.0,Rain
2025-05-27,4,JFK,29.8,10.8,5.0,Thunderstorm
2025-05-27,5,JFK,28.3,2.7,0.0,Fog
2025-05-27,6,JFK,16.2,4.3,0.0,Snow
2025-05-27,7,JFK,27.0,3.4,0.0,Clear
2025-05-27,8,JFK,14.3,12.2,0.5,Rain
2025-05-27,9,JFK,28.2,14.6,0.1,Rain
2025-05-27,10,JFK,26.3,11.3,1.0,Clear
2025-05-27,11,JFK,25.2,10.7,0.0,Fog
2025-05-27,12,JFK,19.2,6.4,0.5,Thunderstorm
2025-05-27,13,JFK,34.1,7.2,1.0,Cloudy
2025-05-27,14,JFK,26.9,8.4,0.5,Fog
2025-05-27,15,JFK,26.2,12.3,0.0,Thunderstorm
2025-05-27,16,JFK,25.3,5.2,0.0,Snow
2025-05-27,17,JFK,23.3,10.1,5.0,Clear
2025-05-27,18,JFK,29.7,13.7,0.5,Clear
2025-05-27,19,JFK,31.5,11.2,5.0,Clear
2025-05-27,20,JFK,20.2,0.6,0.0,Fog
2025-05-27,21,JFK,12.2,5.5,0.0,Rain
2025-05-27,22,JFK,10.1,13.5,0.0,Thunderstorm
2025-05-27,23,JFK,34.7,6.6,0.0,Rain
2025-05-28,0,JFK,13.7,7.1,0.5,Clear
2025-05-28,1,JFK,20.5,4.2,0.0,Fog
2025-05-28,2,JFK,24.3,10.3,0.0,Rain
2025-05-28,3,JFK,29.8,7.0,0.0,Clear
2025-05-28,4,JFK,26.4,7.6,5.0,Snow
2025-05-28,5,JFK,19.7,6.4,0.0,Thunderstorm
2025-05-28,6,JFK,26.2,6.5,5.0,Rain
2025-05-28,7,JFK,27.0,8.0,1.0,Rain
2025-05-28,8,JFK,20.7,1.9,0.1,Cloudy
2025-05-28,9,JFK,20.8,14.3,0.0,Clear
2025-05-28,10,JFK,28.7,9.2,0.0,Rain
2025-05-28,11,JFK,22.5,2.7,0.1,Thunderstorm
2025-05-28,12,JFK,21.8,8.2,0.0,Fog
2025-05-28,13,JFK,15.7,7.9,0.0,Cloudy
2025-05-28,14,JFK,20.9,5.6,0.1,Thunderstorm
2025-05-28,15,JFK,13.0,3.4,5.0,Fog
2025-05-28,16,JFK,25.4,3.3,0.5,Fog
2025-05-28,17,JFK,12.0,9.1,5.0,Thunderstorm
2025-05-28,18,JFK,27.3,1.4,0.0,Rain
2025-05-28,19,JFK,23.3,12.8,1.0,Snow
2025-05-28,20,JFK,10.1,1.1,0.5,Snow
2025-05-28,21,JFK,20.4,2.1,1.0,Fog
2025-05-28,22,JFK,25.5,2.6,1.0,Rain
2025-05-28,23,JFK,33.5,2.5,0.1,Clear
2025-05-29,0,JFK,18.5,2.5,0.0,Snow
2025-05-29,1,JFK,34.0,13.2,1.0,Cloudy
2025-05-29,2,JFK,34.3,3.9,5.0,Cloudy
2025-05-29,3,JFK,16.7,4.9,0.0,Thunderstorm
2025-05-29,4,JFK,12.0,8.4,0.1,Clear
2025-05-29,5,JFK,24.0,4.4,1.0,Cloudy
2025-05-29,6,JFK,31.2,13.8,1.0,Thunderstorm
2025-05-29,7,JFK,32.7,0.8,0.5,Snow
2025-05-29,8,JFK,22.8,7.2,0.1,Fog
2025-05-29,9,JFK,32.8,9.0,0.0,Cloudy
2025-05-29,10,JFK,14.1,3.8,0.1,Clear
2025-05-29,11,JFK,15.8,13.9,0.5,Cloudy
2025-05-29,12,JFK,17.3,5.8,1.0,Cloudy
2025-05-29,13,JFK,11.6,14.3,0.0,Thunderstorm
2025-05-29,14,JFK,11.3,9.2,0.0,Rain
2025-05-29,15,JFK,32.9,5.2,0.5,Thunderstorm
2025-05-29,16,JFK,24.6,14.8,0.1,Fog
2025-05-29,17,JFK,32.9,0.9,0.0,Snow
2025-05-29,18,JFK,10.4,5.8,0.5,Clear
2025-05-29,19,JFK,14.3,8.6,0.0,Clear
2025-05-29,20,JFK,14.3,8.2,5.0,Thunderstorm
2025-05-29,21,JFK,15.0,7.6,0.1,Fog
2025-05-29,22,JFK,32.9,2.4,0.5,Fog
2025-05-29,23,JFK,14.2,12.6,0.5,Cloudy
2025-05-30,0,JFK,17.4,6.0,0.0,Fog
2025-05-30,1,JFK,12.2,6.3,1.0,Snow
2025-05-30,2,JFK,18.9,0.8,0.5,Snow
2025-05-30,3,JFK,28.8,12.5,0.1,Thunderstorm
2025-05-30,4,JFK,34.2,9.5,1.0,Clear
2025-05-30,5,JFK,24.5,4.1,0.0,Thunderstorm
2025-05-30,6,JFK,31.2,3.8,1.0,Fog
2025-05-30,7,JFK,31.6,6.2,0.1,Thunderstorm
2025-05-30,8,JFK,27.1,9.7,0.0,Thunderstorm
2025-05-30,9,JFK,21.1,6.9,0.5,Cloudy
2025-05-30,10,JFK,17.6,3.9,0.5,Thunderstorm
2025-05-30,11,JFK,22.2,0.5,0.0,Rain
2025-05-30,12,JFK,27.4,2.9,0.0,Clear
2025-05-30,13,JFK,31.9,9.1,0.5,Thunderstorm
2025-05-30,14,JFK,26.5,4.5,0.0,Snow
2025-05-30,15,JFK,19.2,2.4,0.5,Rain
2025-05-30,16,JFK,19.0,2.9,0.0,Cloudy
2025-05-30,17,JFK,28.1,1.8,1.0,Clear
2025-05-30,18,JFK,11.9,6.2,5.0,Rain
2025-05-30,19,JFK,15.8,13.7,0.0,Snow
2025-05-30,20,JFK,33.6,6.1,0.1,Clear
2025-05-30,21,JFK,25.1,12.2,0.5,Fog
2025-05-30,22,JFK,26.6,5.3,0.0,Fog
2025-05-30,23,JFK,21.1,11.5,5.0,Thunderstorm
2025-05-01,0,LAX,30.0,10.3,0.1,Rain
2025-05-01,1,LAX,12.1,4.8,0.0,Cloudy
2025-05-01,2,LAX,26.3,6.8,0.0,Cloudy
2025-05-01,3,LAX,21.7,14.9,0.0,Thunderstorm
2025-05-01,4,LAX,17.8,6.2,0.5,Fog
2025-05-01,5,LAX,24.6,3.6,0.0,Fog
2025-05-01,6,LAX,13.3,1.1,0.5,Rain
2025-05-01,7,LAX,20.8,4.2,0.0,Fog
2025-05-01,8,LAX,28.6,13.5,0.0,Cloudy
2025-05-01,9,LAX,23.7,7.7,0.1,Snow
2025-05-01,10,LAX,28.2,5.2,1.0,Cloudy
2025-05-01,11,LAX,27.7,3.2,0.1,Rain
2025-05-01,12,LAX,13.8,5.4,0.5,Rain
2025-05-01,13,LAX,29.2,6.8,1.0,Thunderstorm
2025-05-01,14,LAX,33.9,0.6,0.0,Fog
2025-05-01,15,LAX,34.8,1.2,1.0,Fog
2025-05-01,16,LAX,20.3,4.3,5.0,Thunderstorm
2025-05-01,17,LAX,27.8,8.6,5.0,Clear
2025-05-01,18,LAX,28.9,8.0,0.5,Thunderstorm
2025-05-01,19,LAX,25.6,4.8,0.0,Fog
2025-05-01,20,LAX,33.4,8.7,0.0,Rain
2025-05-01,21,LAX,11.6,3.2,0.5,Clear
2025-05-01,22,LAX,30.5,12.5,0.1,Clear
2025-05-01,23,LAX,20.7,6.4,1.0,Fog
2025-05-02,0,LAX,23.0,0.9,0.1,Cloudy
2025-05-02,1,LAX,14.0,12.3,0.1,Fog
2025-05-02,2,LAX,26.7,5.9,0.0,Clear
2025-05-02,3,LAX,20.2,13.7,0.0,Snow
2025-05-02,4,LAX,24.0,5.2,0.0,Rain
2025-05-02,5,LAX,24.6,10.0,0.0,Thunderstorm
2025-05-02,6,LAX,14.3,7.0,0.1,Thunderstorm
2025-05-02,7,LAX,31.7,1.8,0.5,Fog
2025-05-02,8,LAX,18.6,3.1,0.1,Fog
2025-05-02,9,LAX,31.8,10.8,1.0,Cloudy
2025-05-02,10,LAX,18.2,5.1,0.0,Thunderstorm
2025-05-02,11,LAX,29.4,3.4,5.0,Rain
2025-05-02,12,LAX,33.0,0.4,0.0,Cloudy
2025-05-02,13,LAX,24.4,5.6,0.0,Clear
2025-05-02,14,LAX,20.1,12.2,0.0,Snow
2025-05-02,15,LAX,23.1,9.0,0.1,Cloudy
2025-05-02,16,LAX,20.3,8.4,0.5,Fog
2025-05-02,17,LAX,11.3,10.6,0.0,Thunderstorm
2025-05-02,18,LAX,24.1,5.4,0.1,Rain
2025-05-02,19,LAX,13.2,12.3,0.0,Fog
2025-05-02,20,LAX,22.1,1.8,1.0,Clear
2025-05-02,21,LAX,21.1,7.8,0.0,Rain
2025-05-02,22,LAX,27.3,14.2,5.0,Snow
2025-05-02,23,LAX,14.6,10.0,0.1,Rain
2025-05-03,0,LAX,31.4,2.6,0.0,Rain
2025-05-03,1,LAX,26.0,12.7,0.1,Clear
2025-05-03,2,LAX,32.5,3.5,0.5,Cloudy
2025-05-03,3,LAX,34.0,3.1,1.0,Rain
2025-05-03,4,LAX,19.0,15.0,0.0,Clear
2025-05-03,5,LAX,25.0,1.3,0.0,Clear
2025-05-03,6,LAX,23.3,0.6,0.0,Cloudy
2025-05-03,7,LAX,26.6,12.9,5.0,Clear
2025-05-03,8,LAX,21.9,10.3,5.0,Fog
2025-05-03,9,LAX,19.9,14.9,0.0,Cloudy
2025-05-03,10,LAX,20.9,3.6,5.0,Fog
2025-05-03,11,LAX,30.4,12.6,0.0,Fog
2025-05-03,12,LAX,34.6,3.6,0.1,Cloudy
2025-05-03,13,LAX,17.3,10.4,0.1,Fog
2025-05-03,14,LAX,25.1,8.3,0.5,Clear
2025-05-03,15,LAX,22.6,10.4,5.0,Cloudy
2025-05-03,16,LAX,21.0,5.5,5.0,Rain
2025-05-03,17,LAX,34.0,6.5,0.0,Fog
2025-05-03,18,LAX,16.4,2.9,0.5,Cloudy
2025-05-03,19,LAX,17.4,13.3,0.0,Thunderstorm
2025-05-03,20,LAX,25.0,12.3,0.5,Cloudy
2025-05-03,21,LAX,12.9,1.6,0.5,Rain
2025-05-03,22,LAX,25.0,7.7,0.0,Rain
2025-05-03,23,LAX,14.5,5.1,0.5,Fog
2025-05-04,0,LAX,34.8,11.3,0.0,Fog
2025-05-04,1,LAX,12.5,13.5,1.0,Rain
2025-05-04,2,LAX,30.8,10.6,0.5,Rain
2025-05-04,3,LAX,32.1,8.1,0.0,Fog
2025-05-04,4,LAX,17.6,1.4,1.0,Fog
2025-05-04,5,LAX,25.4,10.4,0.5,Cloudy
2025-05-04,6,LAX,25.3,6.6,0.0,Clear
2025-05-04,7,LAX,34.6,4.0,5.0,Clear
2025-05-04,8,LAX,25.1,7.2,0.0,Snow
2025-05-04,9,LAX,31.0,1.8,1.0,Cloudy
2025-05-04,10,LAX,35.0,14.8,0.1,Rain
2025-05-04,11,LAX,25.4,9.8,0.5,Thunderstorm
2025-05-04,12,LAX,30.8,7.3,0.0,Fog
2025-05-04,13,LAX,26.1,0.7,0.5,Cloudy
2025-05-04,14,LAX,24.6,7.2,0.0,Snow
2025-05-04,15,LAX,29.1,0.9,0.0,Fog
2025-05-04,16,LAX,19.5,14.3,1.0,Cloudy
2025-05-04,17,LAX,31.8,4.9,0.5,Rain
2025-05-04,18,LAX,27.5,9.8,1.0,Fog
2025-05-04,19,LAX,14.5,1.7,0.0,Rain
2025-05-04,20,LAX,34.5,2.2,0.0,Cloudy
2025-05-04,21,LAX,25.4,10.2,0.5,Fog
2025-05-04,22,LAX,27.9,12.1,0.1,Cloudy
2025-05-04,23,LAX,28.6,1.6,0.1,Rain
2025-05-05,0,LAX,23.1,10.7,5.0,Rain
2025-05-05,1,LAX,24.5,5.1,0.0,Fog
2025-05-05,2,LAX,23.9,13.3,5.0,Snow
2025-05-05,3,LAX,28.3,14.1,0.0,Clear
2025-05-05,4,LAX,28.4,8.7,0.5,Snow
2025-05-05,5,LAX,13.3,6.6,0.1,Snow
2025-05-05,6,LAX,33.5,9.3,0.1,Cloudy
2025-05-05,7,LAX,13.2,7.9,0.1,Rain
2025-05-05,8,LAX,27.6,3.3,0.0,Rain
2025-05-05,9,LAX,32.7,14.0,0.0,Rain
2025-05-05,10,LAX,29.0,3.0,0.0,Snow
2025-05-05,11,LAX,30.0,9.4,0.5,Cloudy
2025-05-05,12,LAX,33.9,9.7,0.0,Thunderstorm
2025-05-05,13,LAX,10.3,11.6,5.0,Clear
2025-05-05,14,LAX,32.2,10.4,1.0,Thunderstorm
2025-05-05,15,LAX,21.4,8.7,0.0,Clear
2025-05-05,16,LAX,17.6,12.0,0.1,Snow
2025-05-05,17,LAX,15.6,10.8,5.0,Rain
2025-05-05,18,LAX,17.9,7.1,0.0,Rain
2025-05-05,19,LAX,31.1,2.8,0.5,Snow
2025-05-05,20,LAX,15.0,10.9,1.0,Snow
2025-05-05,21,LAX,19.7,8.0,0.0,Cloudy
2025-05-05,22,LAX,28.5,7.6,0.1,Thunderstorm
2025-05-05,23,LAX,32.3,0.6,0.0,Snow
2025-05-06,0,LAX,31.2,13.7,5.0,Snow
2025-05-06,1,LAX,24.3,5.0,0.5,Rain
2025-05-06,2,LAX,10.6,3.9,0.5,Cloudy
2025-05-06,3,LAX,13.7,0.3,0.1,Rain
2025-05-06,4,LAX,33.8,6.5,1.0,Snow
2025-05-06,5,LAX,19.0,4.0,0.5,Snow
2025-05-06,6,LAX,13.6,8.7,0.0,Fog
2025-05-06,7,LAX,12.5,3.4,0.0,Fog
2025-05-06,8,LAX,23.2,5.3,5.0,Snow
2025-05-06,9,LAX,21.5,3.9,0.0,Clear
2025-05-06,10,LAX,28.6,5.9,0.0,Cloudy
2025-05-06,11,LAX,20.1,11.6,0.0,Clear
2025-05-06,12,LAX,23.6,14.7,0.0,Snow
2025-05-06,13,LAX,20.5,2.7,1.0,Clear
2025-05-06,14,LAX,14.7,9.9,5.0,Cloudy
2025-05-06,15,LAX,19.5,2.4,5.0,Cloudy
2025-05-06,16,LAX,13.7,2.9,1.0,Rain
2025-05-06,17,LAX,29.7,6.6,0.0,Clear
2025-05-06,18,LAX,21.4,13.0,0.0,Clear
2025-05-06,19,LAX,14.7,10.5,0.5,Snow
2025-05-06,20,LAX,12.2,14.4,0.5,Clear
2025-05-06,21,LAX,26.0,6.6,0.1,Rain
2025-05-06,22,LAX,13.8,13.9,0.0,Thunderstorm
2025-05-06,23,LAX,27.7,9.1,0.0,Snow
2025-05-07,0,LAX,33.4,2.8,0.0,Clear
2025-05-07,1,LAX,26.5,8.1,0.1,Snow
2025-05-07,2,LAX,15.2,9.1,0.1,Fog
2025-05-07,3,LAX,28.4,10.3,0.1,Fog
2025-05-07,4,LAX,29.3,7.9,5.0,Snow
2025-05-07,5,LAX,30.4,13.2,0.0,Snow
2025-05-07,6,LAX,20.7,7.9,0.0,Cloudy
2025-05-07,7,LAX,28.6,7.8,5.0,Thunderstorm
2025-05-07,8,LAX,12.4,6.2,0.1,Rain
2025-05-07,9,LAX,10.4,0.3,5.0,Rain
2025-05-07,10,LAX,21.8,11.6,0.5,Fog
2025-05-07,11,LAX,25.4,0.2,0.0,Fog
2025-05-07,12,LAX,32.4,1.7,0.0,Thunderstorm
2025-05-07,13,LAX,31.0,2.6,0.0,Rain
2025-05-07,14,LAX,12.6,0.8,0.1,Thunderstorm
2025-05-07,15,LAX,29.1,0.0,0.5,Cloudy
2025-05-07,16,LAX,13.2,5.5,0.5,Rain
2025-05-07,17,LAX,11.9,9.6,0.0,Thunderstorm
2025-05-07,18,LAX,24.9,2.7,0.0,Cloudy
2025-05-07,19,LAX,30.1,0.9,0.0,Cloudy
2025-05-07,20,LAX,33.1,1.2,0.0,Rain
2025-05-07,21,LAX,11.4,4.0,1.0,Thunderstorm
2025-05-07,22,LAX,31.5,2.3,5.0,Thunderstorm
2025-05-07,23,LAX,14.6,14.8,0.0,Thunderstorm
2025-05-08,0,LAX,21.4,13.6,0.0,Clear
2025-05-08,1,LAX,17.8,7.2,0.1,Snow
2025-05-08,2,LAX,24.7,4.0,0.0,Snow
2025-05-08,3,LAX,14.3,3.1,0.0,Cloudy
2025-05-08,4,LAX,19.6,6.2,0.0,Cloudy
2025-05-08,5,LAX,33.7,7.2,1.0,Snow
2025-05-08,6,LAX,14.7,4.9,5.0,Snow
2025-05-08,7,LAX,32.7,14.3,5.0,Rain
2025-05-08,8,LAX,14.7,3.0,5.0,Snow
2025-05-08,9,LAX,19.1,2.8,0.5,Fog
2025-05-08,10,LAX,18.2,14.6,0.0,Fog
2025-05-08,11,LAX,18.5,1.5,0.5,Snow
2025-05-08,12,LAX,13.3,1.1,0.0,Thunderstorm
2025-05-08,13,LAX,19.6,9.2,5.0,Fog
2025-05-08,14,LAX,33.8,0.6,0.1,Clear
2025-05-08,15,LAX,20.9,13.7,0.0,Thunderstorm
2025-05-08,16,LAX,18.9,14.3,0.0,Rain
2025-05-08,17,LAX,22.5,1.8,0.0,Thunderstorm
2025-05-08,18,LAX,20.7,5.6,0.0,Snow
2025-05-08,19,LAX,29.5,7.0,0.0,Fog
2025-05-08,20,LAX,34.6,1.2,0.1,Thunderstorm
2025-05-08,21,LAX,10.6,3.4,0.0,Clear
2025-05-08,22,LAX,34.6,6.0,1.0,Thunderstorm
2025-05-08,23,LAX,26.8,3.7,0.0,Clear
2025-05-09,0,LAX,28.7,5.8,0.0,Cloudy
2025-05-09,1,LAX,17.2,10.7,0.1,Rain
2025-05-09,2,LAX,25.3,10.6,5.0,Snow
2025-05-09,3,LAX,32.3,2.7,1.0,Fog
2025-05-09,4,LAX,26.9,11.5,0.0,Rain
2025-05-09,5,LAX,11.5,10.4,0.0,Snow
2025-05-09,6,LAX,15.6,0.7,0.1,Cloudy
2025-05-09,7,LAX,20.9,12.6,0.0,Snow
2025-05-09,8,LAX,13.8,4.7,0.0,Rain
2025-05-09,9,LAX,11.4,12.3,0.0,Clear
2025-05-09,10,LAX,17.4,7.3,0.0,Thunderstorm
2025-05-09,11,LAX,32.5,3.8,0.0,Fog
2025-05-09,12,LAX,14.8,8.3,0.1,Snow
2025-05-09,13,LAX,20.6,11.8,5.0,Clear
2025-05-09,14,LAX,20.1,7.5,0.0,Snow
