FL_DATE,ORIGIN,DEST,OP_CARRIER,CRS_DEP_TIME,CRS_ARR_TIME,DEP_DELAY,ARR_DELAY,DISTANCE
2025-05-03,LAX,DFW,SW,1992,2234,0,-5,794
2025-05-14,ORD,LAX,UA,1447,1489,0,10,957
2025-05-24,JFK,ORD,JB,2065,2352,15,15,468
2025-05-01,JFK,ATL,JB,676,740,30,35,871
2025-05-27,LAX,ATL,SW,1115,1159,0,5,950
2025-05-11,DFW,ATL,UA,1423,1574,0,0,993
2025-05-30,DFW,ORD,JB,1470,1510,20,30,2400
2025-05-08,LAX,ORD,DL,2253,118,0,5,2043
2025-05-26,LAX,ORD,UA,1620,1708,-5,5,1864
2025-05-14,JFK,ORD,JB,918,1064,0,0,2220
2025-05-03,DFW,JFK,AA,877,947,0,0,634
2025-05-30,ORD,ATL,SW,1620,1686,0,0,2495
2025-05-17,ATL,JFK,UA,748,838,30,25,364
2025-05-03,DFW,LAX,UA,233,503,0,-5,624
2025-05-15,ATL,ORD,SW,1271,1301,0,10,2199
2025-05-20,ATL,JFK,JB,987,1109,30,40,1832
2025-05-28,ATL,DFW,DL,2071,2192,5,15,1087
2025-05-07,ATL,JFK,JB,2066,2158,-10,0,1893
2025-05-16,LAX,ATL,DL,1471,1759,15,25,683
2025-05-22,ORD,DFW,AA,629,663,5,15,2186
2025-05-26,JFK,DFW,JB,1333,1547,15,25,426
2025-05-18,JFK,ORD,UA,1146,1399,15,25,2031
2025-05-02,ORD,JFK,JB,2296,117,-10,-10,2151
2025-05-03,ORD,LAX,UA,2025,2271,10,10,1538
2025-05-02,ORD,LAX,JB,1557,1820,15,15,1594
2025-05-18,ORD,LAX,SW,1082,1321,-5,-5,1177
2025-05-26,JFK,DFW,AA,981,1271,15,25,1649
2025-05-15,ORD,JFK,DL,943,1138,20,20,1866
2025-05-17,ATL,LAX,AA,946,1037,15,15,1371
2025-05-20,LAX,ATL,UA,13,133,-10,-5,1126
2025-05-24,ORD,ATL,UA,1458,1739,20,20,2298
2025-05-08,LAX,ATL,DL,346,499,20,20,2200
2025-05-04,ORD,ATL,UA,109,361,-5,0,749
2025-05-21,ORD,JFK,AA,1948,2056,20,15,2339
2025-05-10,DFW,JFK,JB,1708,1748,20,30,550
2025-05-10,DFW,JFK,UA,1888,2130,15,20,2113
2025-05-13,DFW,LAX,UA,2304,146,30,30,1935
2025-05-19,JFK,DFW,SW,136,371,0,-5,299
2025-05-12,ORD,JFK,DL,1598,1873,-5,-5,370
2025-05-13,JFK,DFW,SW,1813,2032,30,40,1007
2025-05-20,JFK,ORD,AA,2158,2212,-10,-5,252
2025-05-01,LAX,ATL,DL,1267,1487,30,40,2051
2025-05-29,ATL,DFW,DL,2265,74,30,40,733
2025-05-23,DFW,ATL,SW,1853,1995,10,20,1869
2025-05-15,ORD,DFW,JB,423,658,5,5,322
2025-05-05,ATL,JFK,SW,1782,2053,30,40,431
2025-05-05,LAX,ATL,DL,2266,79,20,20,1341
2025-05-13,LAX,JFK,AA,1371,1472,15,20,1839
2025-05-26,ATL,JFK,UA,418,718,30,35,1987
2025-05-09,LAX,ORD,SW,263,355,20,15,680
2025-05-14,ATL,JFK,JB,573,651,30,35,1510
2025-05-03,ORD,JFK,JB,1515,1784,30,25,1560
2025-05-07,ORD,ATL,JB,954,1229,15,25,1936
2025-05-01,DFW,LAX,DL,585,877,15,15,1179
2025-05-08,ATL,ORD,AA,907,982,-10,-5,2479
2025-05-24,DFW,LAX,DL,1881,2043,5,5,700
2025-05-12,DFW,ORD,DL,1943,2186,5,10,771
2025-05-20,ATL,LAX,DL,2261,2379,0,10,828
2025-05-13,LAX,JFK,DL,2216,47,20,25,2181
2025-05-02,ATL,DFW,AA,1377,1575,-10,-5,1697
2025-05-12,LAX,ORD,AA,2145,25,15,20,2451
2025-05-17,ORD,JFK,JB,2290,2370,10,15,2465
2025-05-16,DFW,JFK,AA,2156,2300,-10,-10,1280
2025-05-19,LAX,ATL,SW,1103,1261,30,25,1936
2025-05-25,ATL,LAX,SW,1801,1842,-5,5,1703
2025-05-05,JFK,ORD,DL,1348,1567,15,25,1366
2025-05-15,LAX,DFW,JB,475,727,20,30,1515
2025-05-23,DFW,LAX,AA,1833,2123,10,10,568
2025-05-24,ATL,ORD,UA,1377,1423,10,20,1022
2025-05-28,JFK,DFW,JB,1372,1420,5,15,667
2025-05-29,ATL,LAX,UA,1379,1502,-10,-10,1120
2025-05-13,JFK,ORD,JB,545,622,10,15,1190
2025-05-14,JFK,LAX,DL,1477,1710,20,20,1196
2025-05-22,JFK,ORD,JB,1406,1512,0,-5,1908
2025-05-02,ORD,DFW,SW,2028,2249,5,5,1581
2025-05-10,LAX,DFW,AA,1000,1163,15,25,1164
2025-05-14,DFW,LAX,SW,56,250,10,20,992
2025-05-13,ORD,LAX,AA,771,867,15,25,1086
2025-05-14,LAX,DFW,JB,1286,1531,20,30,1536
2025-05-14,DFW,ORD,UA,2309,16,-5,-5,322
2025-05-22,ORD,ATL,AA,2205,2236,10,5,860
2025-05-11,DFW,JFK,DL,1615,1664,0,5,1480
2025-05-12,DFW,ORD,DL,10,141,0,5,1448
2025-05-11,ATL,ORD,SW,352,606,5,5,285
2025-05-11,JFK,ORD,UA,1460,1725,0,0,1769
2025-05-12,ORD,ATL,JB,504,587,0,5,1838
2025-05-11,ATL,DFW,SW,794,992,15,15,1523
2025-05-20,ATL,JFK,DL,1394,1671,15,25,298
2025-05-13,LAX,ATL,JB,630,882,10,5,1385
2025-05-30,JFK,DFW,JB,1419,1577,20,30,227
2025-05-01,LAX,DFW,DL,587,701,-10,-5,1691
2025-05-06,LAX,DFW,DL,1856,2090,-5,5,617
2025-05-05,ATL,JFK,JB,1360,1592,0,5,456
2025-05-21,ATL,ORD,DL,2000,2113,-10,0,1582
2025-05-18,ORD,DFW,AA,1921,2152,10,10,991
2025-05-17,ATL,DFW,UA,45,171,15,20,619
2025-05-09,JFK,LAX,JB,710,831,15,25,909
2025-05-12,JFK,ATL,SW,1036,1078,30,35,2236
2025-05-28,ATL,DFW,AA,1241,1507,15,25,963
2025-05-08,LAX,JFK,DL,524,605,20,15,2453
2025-05-18,JFK,DFW,UA,1068,1323,15,20,258
2025-05-17,JFK,DFW,DL,1133,1387,20,15,1710
2025-05-12,ORD,DFW,UA,1122,1157,-10,0,1721
2025-05-19,DFW,JFK,SW,734,881,5,10,2170
2025-05-01,LAX,ATL,AA,2328,2396,-10,0,1474
2025-05-13,ATL,DFW,SW,1115,1249,10,10,358
2025-05-27,ORD,ATL,SW,64,114,10,10,516
2025-05-29,ORD,ATL,UA,2086,2221,-5,5,812
2025-05-26,JFK,ATL,UA,1577,1726,20,30,2302
2025-05-08,JFK,ORD,JB,1682,1843,20,30,1592
2025-05-17,JFK,LAX,JB,475,682,5,10,995
2025-05-24,JFK,ORD,DL,546,781,-10,0,1774
2025-05-05,LAX,JFK,SW,112,216,-10,-10,2435
2025-05-13,LAX,JFK,SW,213,306,10,10,324
2025-05-05,ATL,ORD,UA,1286,1397,-10,0,582
2025-05-29,DFW,ORD,SW,794,842,10,15,1543
2025-05-17,DFW,LAX,JB,524,697,5,0,831
2025-05-28,DFW,ORD,AA,1371,1419,-5,-5,1624
2025-05-22,ATL,JFK,DL,1705,1788,-10,-15,435
2025-05-29,DFW,ORD,DL,1223,1339,20,30,809
2025-05-06,ORD,DFW,JB,118,323,10,10,2123
2025-05-12,DFW,LAX,SW,741,999,5,0,2085
2025-05-25,JFK,LAX,AA,1562,1596,30,35,1872
2025-05-25,ATL,ORD,SW,2347,119,-5,-5,460
2025-05-02,ORD,JFK,AA,2031,2313,15,20,1550
2025-05-11,LAX,DFW,UA,406,526,-5,-10,955
2025-05-07,DFW,LAX,AA,1459,1746,30,25,1026
2025-05-24,ATL,DFW,SW,2045,2281,-10,-15,737
2025-05-09,ORD,ATL,SW,557,844,5,5,1455
2025-05-23,LAX,ATL,DL,353,587,15,25,790
2025-05-03,ORD,DFW,SW,1074,1371,30,40,1759
2025-05-26,DFW,ORD,JB,714,985,0,0,753
2025-05-08,ATL,DFW,DL,1407,1513,5,10,1619
2025-05-27,ORD,DFW,AA,1199,1378,20,20,1981
2025-05-10,DFW,ATL,AA,1275,1571,-5,-5,385
2025-05-06,ORD,DFW,JB,1252,1370,20,20,595
2025-05-16,JFK,ORD,DL,390,680,0,-5,1364
2025-05-11,LAX,ORD,JB,509,567,0,10,1303
2025-05-27,JFK,ATL,SW,1945,2101,-5,-5,682
2025-05-02,ATL,JFK,DL,1997,2147,-5,-5,2079
2025-05-18,LAX,ORD,JB,1127,1214,20,15,1332
2025-05-19,ORD,DFW,DL,918,981,-5,0,2455
2025-05-18,LAX,ORD,JB,71,279,20,30,2426
2025-05-03,LAX,DFW,UA,756,864,5,5,257
2025-05-15,ORD,DFW,AA,1911,1999,0,0,320
2025-05-19,LAX,ATL,AA,2159,25,15,20,246
2025-05-04,ORD,ATL,DL,1078,1311,-5,-10,1541
2025-05-26,JFK,ORD,DL,2307,2386,20,30,1845
2025-05-29,LAX,ORD,DL,1946,2090,10,5,1821
2025-05-04,DFW,JFK,DL,2094,2162,10,20,1427
2025-05-14,ATL,DFW,SW,283,570,15,20,2054
2025-05-06,DFW,ATL,UA,214,500,-5,5,1771
2025-05-06,LAX,JFK,JB,105,348,10,5,1072
2025-05-11,ATL,LAX,DL,818,951,5,15,385
2025-05-03,DFW,LAX,SW,943,1049,10,20,1887
2025-05-07,LAX,ORD,JB,2287,2360,15,15,1732
2025-05-05,JFK,ATL,UA,1799,1956,5,15,1089
2025-05-15,JFK,ATL,DL,901,978,0,5,1750
2025-05-07,JFK,LAX,UA,1236,1472,15,20,1275
2025-05-21,ATL,ORD,DL,1643,1807,30,35,1201
2025-05-05,DFW,JFK,DL,2142,2386,20,15,1740
2025-05-17,ORD,ATL,UA,805,1029,10,5,636
2025-05-20,JFK,ATL,DL,1141,1349,0,0,228
2025-05-22,DFW,ATL,DL,664,933,0,10,668
2025-05-27,ATL,ORD,AA,145,245,30,30,424
2025-05-04,ORD,LAX,DL,1810,2041,-5,-10,2082
2025-05-27,DFW,ATL,UA,310,486,30,30,2131
2025-05-11,JFK,LAX,DL,1442,1673,10,20,637
2025-05-04,LAX,JFK,JB,646,878,0,10,2103
2025-05-11,JFK,DFW,SW,1949,2249,-10,-10,1683
2025-05-27,ATL,LAX,UA,1537,1746,0,5,1238
2025-05-23,DFW,LAX,DL,845,1132,30,35,479
2025-05-21,ORD,JFK,JB,2342,63,5,15,637
2025-05-06,DFW,ATL,SW,2338,2371,15,25,2219
2025-05-27,LAX,JFK,SW,444,711,15,20,2241
2025-05-19,ORD,LAX,JB,1910,2038,10,10,1254
2025-05-11,ATL,JFK,AA,1433,1590,0,0,2204
2025-05-25,ATL,ORD,UA,1417,1511,30,30,1275
2025-05-19,LAX,DFW,UA,2228,2272,-5,5,2329
2025-05-02,LAX,ORD,DL,870,999,-10,-15,754
2025-05-21,DFW,JFK,UA,984,1144,10,5,2294
2025-05-25,DFW,ATL,UA,255,381,-10,0,1302
2025-05-11,ATL,DFW,AA,166,222,5,0,464
2025-05-17,DFW,ATL,UA,959,1100,20,20,329
2025-05-25,DFW,JFK,UA,1351,1401,0,0,1426
2025-05-07,ORD,LAX,AA,920,1179,5,15,1773
2025-05-10,JFK,DFW,AA,100,219,0,-5,615
2025-05-27,DFW,ATL,DL,1106,1327,10,20,2136
2025-05-13,ATL,DFW,JB,1909,1990,-5,0,1532
2025-05-07,DFW,LAX,AA,596,655,-10,-15,607
2025-05-18,JFK,LAX,SW,513,708,10,15,1538
2025-05-12,JFK,DFW,JB,228,282,15,15,1482
2025-05-24,JFK,ATL,UA,905,1129,-5,-10,2177
2025-05-10,DFW,JFK,JB,1513,1775,-10,-10,1165
2025-05-06,JFK,LAX,DL,671,734,10,20,1564
2025-05-08,JFK,DFW,DL,934,971,-5,0,580
2025-05-09,LAX,ATL,UA,1787,2035,15,25,1088
2025-05-03,JFK,DFW,SW,1722,1932,-5,-10,573
2025-05-14,LAX,JFK,SW,710,759,10,15,1806
2025-05-30,DFW,ATL,SW,510,721,-5,0,2141
2025-05-20,JFK,ATL,DL,1402,1615,10,5,2290
2025-05-01,ATL,LAX,DL,534,792,10,10,1298
2025-05-15,ATL,JFK,JB,341,587,5,5,628
2025-05-25,DFW,LAX,UA,971,1020,-10,0,1368
2025-05-20,ATL,LAX,JB,807,896,-5,0,1551
2025-05-23,ATL,DFW,UA,847,935,5,0,1783
2025-05-25,DFW,ORD,SW,366,564,5,0,1466
2025-05-06,ORD,ATL,SW,1901,2045,30,40,1854
2025-05-16,JFK,DFW,DL,833,1000,15,25,787
2025-05-25,ATL,DFW,SW,1368,1622,30,35,1145
2025-05-13,JFK,LAX,JB,1876,2090,-5,-10,502
2025-05-10,LAX,ORD,UA,2041,2211,5,10,607
2025-05-15,DFW,ORD,AA,838,1117,-10,-15,535
2025-05-13,LAX,JFK,AA,1299,1339,-10,-10,1255
2025-05-22,JFK,ATL,DL,1872,1954,0,-5,1778
2025-05-01,LAX,ATL,SW,2331,162,30,40,2058
2025-05-06,ORD,JFK,JB,2080,2309,-10,-5,1065
2025-05-20,DFW,LAX,SW,2,47,-10,0,2258
2025-05-03,DFW,JFK,DL,959,1100,15,15,1700
2025-05-06,LAX,DFW,AA,83,244,-5,0,655
2025-05-03,JFK,DFW,JB,2181,2306,0,0,1369
2025-05-28,ORD,DFW,DL,2120,2239,5,15,1396
2025-05-11,ATL,LAX,SW,700,972,10,15,1751
2025-05-22,ORD,JFK,UA,2115,5,5,15,393
2025-05-10,ATL,JFK,JB,703,981,-10,-5,822
2025-05-28,LAX,DFW,DL,840,1069,-10,0,2204
2025-05-29,LAX,ORD,DL,2072,2168,5,10,872
2025-05-26,ATL,JFK,SW,2271,2383,0,10,1087
2025-05-18,LAX,ORD,JB,983,1032,10,10,2052
2025-05-08,ATL,ORD,AA,470,730,20,25,1030
2025-05-30,LAX,JFK,DL,1374,1478,-5,0,933
2025-05-05,LAX,DFW,AA,648,922,20,25,596
2025-05-14,ORD,DFW,UA,1807,2055,30,30,384
2025-05-03,DFW,LAX,UA,766,808,0,10,837
2025-05-15,ORD,DFW,UA,367,492,-10,0,2141
2025-05-08,ATL,LAX,UA,846,1104,20,25,919
2025-05-18,LAX,DFW,AA,1168,1335,-10,-10,2005
2025-05-23,ORD,JFK,JB,221,508,30,40,1841
2025-05-22,DFW,ORD,SW,245,402,15,10,1885
2025-05-24,JFK,LAX,DL,351,559,10,10,1962
2025-05-19,LAX,DFW,SW,1406,1524,20,15,320
2025-05-10,LAX,ORD,UA,1287,1346,-5,-5,1944
2025-05-22,DFW,LAX,SW,196,399,10,20,2369
2025-05-21,JFK,ATL,UA,82,157,5,0,999
2025-05-27,DFW,JFK,DL,1680,1921,0,10,364
2025-05-09,LAX,ORD,JB,1113,1347,10,5,2335
2025-05-25,JFK,DFW,AA,2086,2187,20,25,1337
2025-05-26,JFK,ORD,UA,176,361,-5,0,1235
2025-05-04,LAX,DFW,SW,486,670,20,30,1862
2025-05-10,LAX,ATL,DL,2103,2397,30,25,1238
2025-05-19,LAX,ORD,JB,693,888,-5,-5,1524
2025-05-30,ORD,JFK,AA,53,343,-10,0,2483
2025-05-25,JFK,DFW,AA,140,363,5,15,343
2025-05-10,JFK,ORD,SW,2014,2211,30,40,654
2025-05-15,LAX,JFK,DL,2036,2192,0,10,1202
2025-05-23,LAX,JFK,UA,647,869,-10,-15,1305
2025-05-15,JFK,DFW,DL,828,1101,0,-5,1215
2025-05-02,DFW,LAX,JB,2296,141,-5,5,704
2025-05-25,ORD,ATL,JB,1771,1913,-10,-5,439
2025-05-05,DFW,ORD,JB,1290,1432,5,10,1156
2025-05-13,LAX,JFK,JB,1447,1580,-10,-5,2105
2025-05-05,DFW,JFK,UA,4,198,5,10,323
2025-05-23,ATL,ORD,DL,697,829,30,35,1019
2025-05-06,LAX,JFK,DL,1574,1865,-5,-5,1977
2025-05-29,DFW,ATL,DL,85,249,-10,0,1172
2025-05-20,DFW,ORD,AA,1659,1709,10,15,906
2025-05-22,LAX,ORD,SW,1854,1990,5,15,2016
2025-05-13,ATL,LAX,UA,970,1011,20,30,2396
2025-05-13,LAX,JFK,JB,83,122,5,5,1203
2025-05-21,ATL,DFW,SW,1347,1643,20,20,2452
2025-05-23,ORD,LAX,AA,1085,1123,20,20,2499
2025-05-20,LAX,DFW,DL,1325,1438,30,25,956
2025-05-09,JFK,ORD,AA,2295,136,0,5,573
2025-05-19,JFK,ATL,DL,1664,1781,-10,0,691
2025-05-14,DFW,ATL,SW,985,1202,30,30,716
2025-05-15,LAX,DFW,JB,2131,2397,20,15,2185
2025-05-11,DFW,JFK,AA,2083,2131,5,10,865
2025-05-21,ORD,DFW,UA,1811,1897,5,10,1719
2025-05-20,ORD,LAX,DL,1655,1738,-5,-10,546
2025-05-28,DFW,ORD,SW,2054,2266,5,0,2391
2025-05-06,ATL,ORD,AA,1168,1418,30,35,2103
2025-05-25,ATL,JFK,JB,862,1159,30,30,419
2025-05-28,DFW,LAX,UA,979,1231,-10,-5,632
2025-05-17,DFW,ORD,DL,163,439,15,10,219
2025-05-07,ORD,DFW,AA,1874,1955,10,5,1479
2025-05-05,DFW,LAX,DL,764,937,30,25,368
2025-05-17,ORD,JFK,DL,2256,90,0,-5,2420
2025-05-15,DFW,ORD,AA,1172,1354,-5,5,919
2025-05-17,ATL,ORD,JB,1949,2000,5,10,1535
2025-05-02,DFW,ORD,AA,1450,1579,30,40,1431
2025-05-08,JFK,ATL,AA,1742,1901,10,10,1209
2025-05-17,LAX,ORD,AA,1245,1318,5,15,1319
2025-05-01,JFK,LAX,DL,1016,1231,15,15,910
2025-05-08,JFK,LAX,SW,1274,1441,30,25,787
2025-05-25,ATL,LAX,JB,763,1035,20,25,692
2025-05-16,JFK,ORD,SW,949,1237,20,30,1922
2025-05-02,ATL,DFW,DL,1686,1859,10,5,505
2025-05-19,LAX,ORD,AA,1053,1144,5,5,403
2025-05-30,ATL,LAX,UA,1563,1646,5,5,326
2025-05-08,JFK,LAX,AA,2199,14,30,35,640
2025-05-07,JFK,ATL,UA,374,414,5,10,723
2025-05-26,JFK,ORD,UA,824,900,15,20,684
2025-05-18,LAX,DFW,AA,665,937,20,15,2213
2025-05-19,JFK,LAX,DL,1043,1259,5,15,2271
2025-05-16,JFK,DFW,UA,1706,1830,-5,-10,2385
2025-05-15,JFK,DFW,SW,756,835,15,25,2297
2025-05-20,ORD,DFW,DL,2171,2279,-10,0,1134
2025-05-02,ORD,DFW,JB,1060,1225,-5,0,2040
2025-05-18,ORD,DFW,UA,1625,1766,0,5,1209
2025-05-27,DFW,JFK,SW,1121,1187,15,10,1854
2025-05-02,ORD,JFK,AA,714,769,20,20,518
2025-05-06,LAX,ATL,DL,2132,12,0,10,816
2025-05-30,LAX,ATL,DL,2213,76,0,0,885
2025-05-15,ORD,LAX,JB,1387,1606,0,5,891
2025-05-27,DFW,ORD,AA,1027,1184,5,10,2431
2025-05-29,JFK,ATL,SW,2195,2319,-10,0,1862
2025-05-14,ATL,ORD,JB,258,390,-5,-10,1981
2025-05-02,ORD,JFK,SW,770,869,-10,-15,224
2025-05-07,DFW,LAX,SW,1714,2007,5,0,1691
2025-05-05,LAX,ATL,AA,923,1062,10,20,1486
2025-05-23,DFW,ATL,AA,913,1153,-10,0,2326
2025-05-26,LAX,ORD,DL,783,947,0,5,491
2025-05-22,DFW,JFK,SW,64,352,0,-5,802
2025-05-07,LAX,DFW,SW,101,284,20,20,880
2025-05-04,JFK,DFW,DL,628,692,15,15,1300
2025-05-10,ORD,ATL,UA,307,533,0,5,916
2025-05-03,JFK,LAX,UA,971,1097,5,10,2132
2025-05-11,LAX,ATL,AA,296,521,10,20,248
2025-05-26,JFK,DFW,JB,821,869,30,25,379
2025-05-19,JFK,DFW,SW,2238,2294,30,30,1380
2025-05-27,DFW,ATL,JB,1347,1469,5,10,1235
2025-05-26,ATL,DFW,SW,1919,2217,-10,0,867
2025-05-11,DFW,JFK,JB,374,606,20,15,1926
2025-05-30,ORD,LAX,UA,681,866,-5,0,2073
2025-05-11,JFK,LAX,SW,1705,1783,15,25,1858
2025-05-18,DFW,ATL,UA,931,1000,10,15,276
2025-05-24,JFK,DFW,JB,72,366,10,20,1084
2025-05-25,DFW,JFK,SW,1749,1804,-5,-10,1478
2025-05-22,ATL,DFW,SW,1543,1720,10,20,568
2025-05-10,LAX,DFW,DL,248,482,30,25,2448
2025-05-27,JFK,ATL,UA,1612,1696,-5,0,1257
2025-05-07,JFK,LAX,AA,923,1181,-10,-5,1156
2025-05-30,DFW,ORD,SW,1279,1383,30,40,854
2025-05-08,LAX,DFW,SW,1672,1865,15,15,442
2025-05-21,ORD,DFW,JB,1528,1785,30,35,1832
2025-05-10,LAX,ATL,AA,2016,2267,5,15,712
2025-05-15,ORD,JFK,UA,925,969,-10,0,887
2025-05-05,LAX,ORD,SW,949,1229,20,30,1743
2025-05-26,ORD,DFW,UA,2018,2221,15,15,1917
2025-05-01,ATL,LAX,JB,1470,1538,-10,0,2038
2025-05-13,ORD,DFW,AA,111,229,10,15,200
2025-05-05,DFW,ORD,UA,1382,1569,30,30,916
2025-05-01,JFK,ATL,UA,554,645,20,25,1704
2025-05-03,DFW,JFK,DL,416,541,-10,0,976
2025-05-30,LAX,ATL,AA,108,270,20,25,2160
2025-05-04,ORD,LAX,UA,1529,1812,15,20,1991
2025-05-19,LAX,ORD,UA,646,756,-10,-10,1506
2025-05-29,ATL,DFW,SW,868,994,-10,-10,430
2025-05-27,LAX,ORD,DL,1450,1510,10,15,1577
2025-05-28,ATL,ORD,DL,2246,2367,0,10,1096
2025-05-19,ATL,JFK,AA,371,463,0,5,1305
2025-05-20,DFW,ORD,DL,787,856,20,25,1606
2025-05-23,LAX,ORD,UA,2154,2392,0,5,351
2025-05-03,LAX,ATL,DL,415,593,-10,-15,550
2025-05-10,LAX,ATL,UA,557,750,15,20,893
2025-05-15,ATL,DFW,DL,2232,2350,0,-5,869
2025-05-11,LAX,ATL,AA,1743,1786,-5,5,2248
2025-05-22,ORD,ATL,UA,901,937,30,40,465
2025-05-27,DFW,JFK,AA,1634,1830,5,10,868
2025-05-23,JFK,DFW,JB,2088,2234,20,30,1480
2025-05-26,JFK,DFW,JB,2234,2301,15,15,937
2025-05-22,ATL,DFW,DL,1995,2181,5,15,1200
2025-05-05,JFK,ATL,DL,1503,1723,15,10,2104
2025-05-05,DFW,JFK,JB,261,347,-10,-10,563
2025-05-02,LAX,ATL,AA,1194,1438,20,15,1423
2025-05-06,ATL,ORD,SW,2018,2112,-10,-10,1285
2025-05-01,DFW,JFK,UA,1812,2001,-5,-10,2322
2025-05-08,JFK,ATL,AA,225,412,-5,0,1659
2025-05-07,DFW,LAX,DL,1827,2048,-5,0,813
2025-05-13,JFK,DFW,JB,2234,116,-10,-10,496
2025-05-14,JFK,DFW,DL,2010,2097,30,30,2142
2025-05-04,ORD,LAX,AA,1184,1413,15,15,2122
2025-05-02,LAX,ORD,JB,382,484,20,15,1443
2025-05-03,DFW,JFK,AA,117,168,30,40,1677
2025-05-12,DFW,ATL,JB,151,274,30,35,1468
2025-05-18,DFW,ATL,SW,1137,1245,5,5,1265
2025-05-28,ORD,LAX,SW,1894,2117,-10,-5,688
2025-05-17,ORD,ATL,SW,1784,1816,5,10,2016
2025-05-30,JFK,DFW,JB,889,1039,-5,-10,2232
2025-05-29,ORD,DFW,JB,1647,1932,0,0,1075
2025-05-15,JFK,ORD,AA,1617,1765,10,10,2435
2025-05-19,JFK,LAX,JB,2027,2234,-10,-15,1661
2025-05-09,ORD,DFW,UA,272,392,-5,5,1216
2025-05-09,ORD,LAX,SW,1072,1137,30,35,1248
2025-05-02,LAX,ATL,SW,1765,2062,5,10,1505
2025-05-04,ATL,DFW,SW,1069,1173,5,15,2079
2025-05-07,LAX,ATL,DL,704,933,15,20,2163
2025-05-16,ORD,JFK,UA,1819,2086,0,5,2189
2025-05-02,ORD,JFK,SW,2327,24,30,35,1246
2025-05-04,ORD,JFK,AA,1200,1493,10,10,835
2025-05-02,ORD,DFW,AA,1174,1347,15,20,634
2025-05-16,ATL,DFW,JB,31,182,5,10,857
2025-05-21,JFK,ORD,JB,94,146,-5,0,1167
2025-05-14,ORD,LAX,UA,177,382,-5,-10,663
2025-05-02,DFW,ORD,JB,160,308,10,15,2306
2025-05-09,ORD,LAX,DL,125,349,10,5,1147
2025-05-30,ATL,DFW,SW,1694,1821,-5,0,2339
2025-05-15,LAX,ORD,DL,2057,2312,0,5,1089
2025-05-19,ORD,ATL,AA,2090,2288,30,30,1505
2025-05-21,ATL,JFK,AA,36,194,0,-5,1369
2025-05-10,ATL,DFW,UA,1013,1061,30,30,1710
2025-05-15,ORD,ATL,JB,943,1118,20,20,2428
2025-05-11,LAX,JFK,UA,2135,2386,20,25,2201
2025-05-28,DFW,ORD,SW,1537,1590,5,15,235
2025-05-04,ORD,LAX,AA,1051,1086,5,15,1316
2025-05-22,LAX,JFK,JB,1684,1947,-10,-15,1865
2025-05-21,ORD,DFW,JB,503,585,10,15,2045
2025-05-13,ATL,DFW,SW,1148,1294,10,20,1928
2025-05-11,JFK,ORD,AA,1299,1564,20,25,1055
2025-05-10,JFK,ATL,UA,1621,1843,-5,0,490
2025-05-19,DFW,ORD,SW,812,857,30,30,2257
2025-05-29,JFK,ATL,AA,1335,1390,15,10,1108
2025-05-30,ORD,DFW,AA,423,471,10,20,246
2025-05-04,ATL,JFK,SW,547,685,10,5,639
2025-05-24,JFK,LAX,AA,2227,127,0,10,1398
2025-05-17,ORD,JFK,AA,1452,1690,5,5,959
2025-05-20,ATL,LAX,AA,2126,2387,-10,-15,2378
2025-05-06,ORD,ATL,UA,951,1132,5,0,1534
2025-05-25,JFK,DFW,JB,128,283,0,0,950
2025-05-13,ATL,JFK,JB,1910,2157,-10,-5,2270
2025-05-06,LAX,ORD,JB,2265,43,-10,-15,477
2025-05-09,LAX,ORD,SW,2349,187,20,30,1391
2025-05-14,ATL,LAX,SW,1223,1304,-10,-15,808
2025-05-08,DFW,ORD,JB,1877,2167,0,-5,1352
2025-05-05,JFK,LAX,AA,1706,1963,10,10,1623
2025-05-19,ORD,LAX,JB,1035,1299,0,0,1464
2025-05-23,DFW,JFK,SW,861,1073,15,25,1860
2025-05-11,DFW,ATL,DL,1852,1958,20,15,1947
2025-05-29,ATL,JFK,AA,1686,1841,0,5,1850
2025-05-03,ORD,JFK,JB,1013,1254,20,25,937
2025-05-13,JFK,DFW,DL,1942,2182,-10,-10,2452
2025-05-14,ORD,LAX,UA,744,944,30,40,1077
2025-05-08,LAX,ORD,AA,2331,99,-10,-5,1758
2025-05-23,ATL,ORD,UA,1624,1791,20,20,1176
2025-05-17,LAX,ATL,UA,981,1053,20,25,2046
2025-05-24,JFK,ORD,JB,1780,1854,20,30,1614
2025-05-11,DFW,JFK,AA,835,911,15,10,1188
2025-05-05,JFK,ORD,AA,934,1208,-10,0,2337
2025-05-23,ORD,LAX,UA,1258,1297,10,10,655
2025-05-18,LAX,ORD,UA,1296,1383,20,20,2006
2025-05-13,LAX,ORD,AA,1920,2193,-5,5,1651
2025-05-03,JFK,LAX,UA,810,862,0,-5,1537
2025-05-25,DFW,ORD,UA,918,1027,0,5,1324
2025-05-21,JFK,ATL,SW,113,374,5,10,1528
2025-05-27,ATL,JFK,JB,647,914,30,35,1477
2025-05-30,DFW,LAX,DL,1797,1841,-10,-5,1557
2025-05-13,ATL,LAX,AA,1104,1391,10,5,703
2025-05-21,JFK,DFW,AA,352,586,10,15,1723
2025-05-01,ORD,JFK,JB,1288,1386,30,25,1402
2025-05-19,LAX,ORD,UA,96,131,15,25,612
